200 200
122 8 2
30 72 1
159 99 2
82 71 1
91 195 2
111 153 1
99 134 2
88 122 1
22 141 2
128 44 1
44 114 2
142 40 1
126 10 2
48 49 1
74 157 2
171 98 1
97 109 2
82 60 1
46 35 2
24 100 1
125 140 2
68 10 1
86 17 2
157 96 1
64 101 2
45 22 1
139 92 2
168 13 1
82 15 2
178 167 1
59 86 2
156 26 1
128 155 2
101 73 1
189 193 2
160 81 1
30 119 2
69 1 1
53 178 2
147 112 1
40 128 2
105 98 1
109 30 2
11 40 1
99 74 2
36 14 1
86 73 2
196 74 1
151 167 2
5 48 1
194 121 2
147 71 1
134 180 2
24 30 1
68 176 2
177 79 1
153 185 2
92 78 1
42 99 2
135 195 1
51 67 2
3 17 1
191 35 2
108 189 1
124 147 2
187 0 1
188 168 2
82 161 1
101 3 2
14 176 1
193 179 2
3 96 1
36 90 2
80 20 1
184 199 2
175 189 1
166 86 2
143 65 1
101 146 2
161 121 1
68 149 2
65 98 1
74 44 2
160 163 1
185 90 2
63 169 1
38 95 2
39 192 1
79 33 2
8 47 1
141 107 2
70 3 1
125 13 2
43 155 1
118 39 2
114 90 1
82 148 2
179 189 1
90 10 2
81 7 1
141 17 2
112 83 1
169 19 2
177 43 1
165 149 2
21 199 1
112 25 2
177 130 1
113 30 2
40 68 1
12 176 2
141 129 1
71 111 2
119 98 1
176 55 2
50 98 1
131 116 2
57 118 1
119 120 2
32 188 1
143 66 2
120 57 1
122 159 2
20 33 1
80 167 2
89 145 1
96 186 2
147 92 1
93 169 2
19 85 1
162 174 2
183 100 1
88 85 2
39 97 1
0 25 2
9 51 1
167 102 2
4 0 1
187 101 2
138 73 1
89 26 2
59 5 1
157 155 2
14 35 1
15 143 2
187 115 1
72 153 2
16 101 1
28 188 2
47 91 1
164 11 2
179 147 1
97 191 2
12 199 1
127 133 2
198 2 1
53 131 2
27 22 1
102 48 2
155 87 1
139 148 2
53 103 1
83 141 2
197 18 1
129 180 2
98 126 1
9 31 2
170 16 1
84 18 2
175 47 1
91 140 2
94 178 1
20 22 2
160 19 1
145 174 2
19 40 1
145 161 2
141 53 1
20 85 2
32 193 1
68 78 2
150 12 1
79 19 2
14 6 1
193 90 2
18 90 1
20 2 2
39 35 1
10 75 2
178 162 1
71 163 2
61 152 1
138 146 2
5 169 1
144 116 2
19 14 1
42 94 2
61 20 1
166 99 2
171 42 1
188 127 2
14 85 1
49 198 2
154 121 1
179 155 2
80 185 1
43 75 2
3 67 1
124 2 2
34 67 1
137 121 2
85 13 1
33 111 2
109 194 1
125 135 2
79 156 1
0 15 2
29 14 1
191 65 2
124 115 1
171 7 2
17 134 1
142 101 2
127 95 1
177 111 2
169 118 1
86 93 2
5 86 1
84 21 2
189 159 1
5 181 2
140 23 1
6 13 2
181 169 1
12 84 2
3 181 1
93 171 2
109 191 1
46 91 2
165 129 1
120 44 2
146 11 1
40 147 2
4 15 1
196 150 2
85 46 1
33 86 2
73 169 1
44 185 2
103 98 1
186 43 2
171 131 1
118 156 2
106 124 1
107 110 2
177 89 1
55 154 2
5 67 1
45 71 2
34 9 1
115 84 2
31 154 1
197 102 2
137 23 1
50 2 2
175 168 1
197 41 2
100 151 1
92 157 2
28 103 1
51 25 2
106 154 1
88 36 2
106 64 1
125 117 2
143 102 1
187 124 2
198 98 1
59 40 2
35 169 1
45 98 2
23 198 1
136 92 2
90 104 1
186 24 2
121 162 1
165 9 2
73 77 1
199 40 2
20 135 1
27 83 2
4 51 1
154 99 2
199 197 1
50 181 2
174 25 1
47 54 2
69 126 1
76 82 2
18 73 1
106 75 2
4 116 1
20 4 2
84 186 1
37 28 2
99 169 1
112 137 2
159 86 1
78 197 2
35 182 1
19 192 2
17 73 1
174 117 2
115 32 1
7 16 2
84 104 1
119 180 2
78 140 1
117 195 2
162 72 1
136 81 2
127 16 1
111 5 2
57 35 1
23 41 2
185 1 1
164 57 2
114 173 1
119 110 2
81 46 1
81 92 2
154 20 1
145 185 2
102 65 1
12 5 2
122 40 1
49 154 2
38 185 1
134 38 2
97 104 1
78 49 2
160 188 1
146 19 2
31 43 1
132 173 2
160 75 1
196 81 2
18 193 1
137 156 2
82 8 1
64 89 2
125 80 1
33 5 2
79 184 1
22 117 2
61 160 1
97 86 2
22 47 1
141 150 2
52 183 1
92 5 2
112 97 1
144 70 2
84 168 1
123 49 2
88 30 1
105 8 2
164 166 1
81 139 2
163 198 1
111 8 2
30 149 1
173 62 2
71 114 1
20 82 2
138 117 1
133 66 2
119 85 1
74 100 2
83 100 1
182 130 2
27 112 1
39 180 2
181 68 1
171 60 2
16 183 1
3 87 2
43 144 1
92 41 2
73 199 1
103 16 2
59 194 1
25 83 2
72 156 1
111 143 2
199 180 1
156 24 2
147 152 1
48 140 2
17 76 1
16 29 2
15 96 1
171 51 2
143 127 1
145 7 2
189 183 1
126 164 2
80 176 1
3 4 2
5 100 1
85 49 2
85 57 1
80 158 2
116 92 1
45 174 2
168 74 1
106 141 2
152 166 1
56 138 2
10 136 1
24 16 2
113 150 1
167 86 2
48 34 1
34 82 2
199 121 1
192 34 2
102 110 1
154 5 2
155 178 1
120 185 2
155 59 1
103 109 2
135 125 1
115 16 2
99 67 1
67 157 2
67 40 1
142 35 2
186 196 1
108 19 2
72 186 1
182 83 2
44 192 1
104 124 2
28 108 1
196 77 2
32 170 1
28 27 2
46 73 1
96 114 2
156 150 1
79 101 2
171 91 1
128 162 2
125 45 1
156 60 2
155 114 1
113 67 2
179 66 1
50 136 2
139 144 1
97 110 2
68 133 1
17 15 2
87 179 1
88 44 2
57 148 1
179 111 2
165 150 1
115 14 2
40 172 1
117 27 2
173 165 1
188 73 2
192 84 1
40 120 2
32 187 1
49 135 2
104 132 1
123 163 2
156 133 1
6 87 2
53 177 1
113 68 2
37 158 1
176 184 2
97 37 1
109 144 2
173 51 1
33 159 2
77 4 1
124 197 2
41 70 1
43 10 2
185 5 1
105 55 2
189 135 1
49 15 2
184 193 1
79 183 2
105 122 1
13 76 2
125 118 1
120 60 2
15 38 1
138 110 2
185 162 1
132 177 2
2 141 1
165 159 2
197 177 1
29 78 2
143 104 1
65 171 2
90 52 1
182 33 2
43 148 1
71 159 2
4 172 1
95 69 2
18 174 1
14 161 2
28 147 1
73 147 2
34 5 1
114 197 2
165 4 1
123 144 2
174 94 1
17 33 2
140 60 1
199 130 2
170 160 1
181 179 2
147 48 1
13 154 2
100 147 1
163 4 2
195 64 1
132 76 2
50 92 1
27 46 2
75 116 1
158 24 2
120 40 1
183 147 2
143 16 1
23 145 2
168 41 1
160 38 2
137 130 1
118 43 2
131 28 1
114 26 2
62 128 1
73 0 2
32 55 1
67 159 2
135 55 1
93 61 2
129 119 1
43 133 2
94 92 1
121 149 2
49 78 1
109 183 2
119 128 1
155 40 2
9 0 1
196 162 2
181 44 1
17 168 2
36 188 1
27 37 2
126 40 1
18 164 2
132 132 1
79 153 2
167 115 1
188 153 2
82 177 1
190 32 2
77 51 1
111 93 2
181 151 1
20 74 2
37 112 1
167 15 2
0 54 1
137 113 2
135 23 1
169 21 2
81 136 1
115 38 2
153 66 1
24 44 2
144 83 1
106 15 2
164 120 1
122 60 2
78 180 1
51 174 2
108 182 1
38 154 2
181 173 1
127 67 2
49 96 1
191 166 2
180 122 1
192 131 2
185 120 1
44 23 2
186 129 1
101 24 2
143 67 1
22 12 2
16 172 1
67 151 2
88 31 1
74 29 2
31 95 1
162 120 2
168 7 1
11 59 2
71 14 1
161 70 2
107 143 1
131 131 2
193 173 1
150 24 2
25 131 1
57 105 2
32 151 1
7 187 2
64 133 1
16 117 2
135 80 1
124 64 2
50 165 1
108 21 2
15 166 1
2 119 2
180 74 1
173 116 2
37 76 1
4 31 2
3 174 1
136 141 2
115 88 1
179 186 2
104 28 1
196 39 2
3 15 1
83 64 2
147 83 1
82 182 2
193 31 1
16 19 2
18 68 1
37 55 2
16 138 1
79 113 2
30 26 1
165 28 2
173 168 1
85 152 2
176 22 1
194 43 2
114 12 1
15 125 2
49 151 1
37 40 2
130 85 1
140 96 2
60 2 1
169 140 2
15 104 1
185 8 2
52 39 1
99 140 2
139 87 1
97 20 2
133 104 1
97 78 2
24 57 1
186 182 2
124 176 1
185 37 2
41 160 1
47 75 2
121 47 1
169 182 2
89 139 1
170 22 2
156 174 1
84 150 2
113 173 1
148 45 2
71 190 1
198 59 2
193 109 1
153 90 2
38 103 1
118 45 2
95 139 1
32 152 2
154 112 1
63 160 2
53 162 1
146 4 2
88 184 1
65 143 2
52 8 1
120 146 2
41 180 1
66 176 2
199 172 1
84 12 2
56 34 1
91 19 2
111 111 1
187 106 2
151 87 1
173 167 2
188 9 1
131 147 2
70 46 1
192 178 2
54 26 1
106 97 2
10 42 1
34 91 2
151 175 1
51 55 2
63 88 1
100 154 2
157 61 1
152 156 2
118 177 1
128 45 2
189 171 1
117 118 2
134 53 1
17 193 2
6 164 1
169 156 2
119 72 1
102 113 2
177 7 1
129 198 2
106 194 1
111 68 2
167 122 1
123 98 2
94 43 1
185 92 2
141 86 1
191 170 2
151 89 1
23 149 2
70 1 1
143 174 2
112 187 1
132 93 2
108 170 1
85 77 2
66 62 1
75 86 2
146 116 1
151 184 2
5 37 1
31 104 2
12 170 1
81 72 2
43 181 1
38 148 2
19 155 1
11 16 2
77 88 1
72 36 2
61 109 1
120 89 2
28 40 1
101 28 2
192 7 1
128 41 2
113 123 1
193 21 2
141 101 1
137 145 2
6 108 1
98 12 2
168 150 1
66 158 2
116 64 1
124 67 2
159 186 1
59 92 2
198 50 1
24 22 2
130 113 1
167 99 2
67 72 1
129 111 2
125 65 1
105 167 2
127 164 1
35 23 2
71 70 1
171 86 2
150 40 1
183 55 2
66 8 1
65 60 2
32 192 1
196 192 2
128 76 1
189 124 2
1 16 1
175 63 2
192 13 1
61 114 2
184 192 1
56 168 2
140 192 1
52 57 2
16 152 1
136 136 2
196 30 1
162 178 2
156 134 1
173 27 2
176 146 1
181 97 2
188 85 1
178 166 2
137 112 1
62 29 2
137 191 1
185 115 2
12 27 1
20 140 2
54 156 1
146 77 2
102 194 1
189 33 2
172 57 1
68 174 2
135 48 1
195 117 2
2 31 1
109 148 2
8 135 1
107 53 2
157 22 1
11 39 2
10 101 1
139 167 2
22 0 1
170 0 2
38 92 1
56 136 2
191 75 1
151 68 2
144 54 1
172 129 2
128 3 1
83 67 2
156 39 1
71 47 2
41 199 1
166 127 2
189 15 1
146 50 2
116 102 1
194 169 2
49 119 1
193 117 2
68 16 1
8 189 2
94 128 1
148 176 2
64 37 1
103 55 2
127 112 1
152 140 2
107 8 1
111 26 2
195 114 1
114 82 2
99 177 1
189 154 2
7 25 1
157 131 2
57 22 1
193 94 2
191 157 1
186 53 2
194 19 1
9 141 2
14 3 1
143 184 2
160 170 1
145 133 2
26 99 1
103 2 2
20 190 1
193 143 2
192 156 1
48 21 2
33 144 1
140 87 2
34 151 1
143 158 2
120 94 1
86 176 2
22 100 1
192 130 2
98 191 1
186 100 2
48 111 1
15 62 2
111 124 1
2 67 2
55 46 1
162 35 2
13 119 1
115 94 2
21 145 1
144 126 2
85 68 1
93 53 2
23 107 1
110 64 2
56 174 1
40 178 2
0 65 1
25 152 2
49 176 1
6 110 2
11 138 1
147 82 2
83 69 1
104 22 2
182 133 1
25 149 2
43 85 1
80 144 2
175 32 1
18 89 2
174 46 1
152 83 2
143 98 1
129 163 2
86 91 1
33 179 2
66 28 1
166 126 2
27 116 1
125 30 2
143 148 1
173 194 2
172 144 1
7 76 2
12 120 1
142 187 2
35 137 1
164 122 2
95 96 1
162 27 2
183 113 1
142 64 2
80 100 1
131 139 2
157 91 1
102 78 2
195 146 1
31 67 2
65 184 1
170 61 2
194 135 1
115 20 2
92 153 1
61 80 2
125 103 1
175 106 2
41 93 1
153 150 2
91 165 1
99 119 2
125 101 1
8 61 2
100 28 1
95 88 2
167 72 1
146 143 2
62 87 1
40 156 2
98 26 1
180 15 2
67 52 1
90 163 2
67 186 1
3 56 2
191 32 1
146 176 2
50 82 1
146 67 2
132 127 1
167 9 2
11 169 1
11 11 2
29 187 1
178 98 2
4 25 1
121 131 2
136 37 1
132 52 2
62 42 1
47 87 2
184 109 1
14 171 2
115 67 1
86 163 2
100 31 1
169 87 2
118 73 1
115 122 2
98 177 1
169 113 2
178 139 1
106 173 2
107 199 1
145 192 2
41 196 1
194 37 2
27 134 1
107 76 2
80 29 1
198 62 2
168 65 1
115 127 2
35 125 1
7 4 2
131 197 1
30 50 2
37 61 1
53 112 2
91 3 1
39 65 2
183 187 1
163 170 2
106 32 1
153 169 2
194 193 1
194 38 2
122 124 1
79 88 2
49 106 1
173 29 2
172 115 1
175 14 2
164 38 1
43 48 2
153 121 1
40 103 2
135 21 1
157 86 2
93 167 1
4 143 2
166 192 1
178 45 2
16 39 1
99 131 2
68 71 1
83 198 2
89 39 1
33 97 2
195 36 1
74 167 2
100 194 1
168 2 2
39 197 1
169 71 2
147 41 1
20 100 2
19 96 1
168 102 2
104 73 1
27 118 2
69 64 1
156 122 2
134 137 1
179 113 2
13 198 1
63 121 2
4 16 1
41 58 2
159 106 1
73 4 2
181 85 1
61 37 2
195 73 1
141 69 2
96 59 1
109 160 2
48 179 1
54 125 2
168 193 1
148 136 2
67 25 1
109 165 2
157 122 1
109 157 2
133 143 1
25 10 2
32 105 1
101 174 2
163 71 1
110 153 2
149 100 1
78 100 2
188 31 1
149 68 2
47 187 1
158 79 2
29 80 1
87 184 2
169 53 1
146 109 2
96 115 1
10 124 2
178 12 1
108 60 2
171 114 1
76 34 2
80 154 1
16 112 2
183 175 1
119 133 2
133 150 1
47 95 2
4 13 1
32 39 2
171 43 1
2 183 2
93 189 1
134 130 2
19 60 1
132 36 2
183 104 1
91 142 2
48 103 1
64 41 2
126 35 1
53 180 2
182 16 1
76 136 2
20 104 1
93 162 2
53 7 1
118 163 2
68 138 1
14 127 2
165 39 1
29 48 2
187 179 1
18 43 2
174 57 1
171 115 2
197 76 1
142 96 2
55 36 1
123 47 2
103 154 1
41 190 2
50 155 1
104 156 2
161 152 1
53 190 2
39 109 1
14 89 2
180 158 1
111 104 2
180 62 1
5 34 2
103 121 1
39 31 2
43 27 1
158 95 2
81 169 1
91 111 2
54 130 1
189 48 2
68 1 1
108 177 2
127 197 1
181 58 2
14 197 1
113 186 2
82 156 1
186 72 2
84 142 1
133 147 2
188 14 1
88 63 2
53 109 1
179 37 2
180 30 1
152 118 2
143 68 1
126 172 2
139 47 1
48 178 2
115 192 1
125 191 2
103 118 1
56 178 2
183 19 1
130 175 2
13 177 1
120 15 2
171 77 1
137 132 2
84 88 1
100 119 2
84 87 1
76 95 2
78 149 1
150 21 2
198 24 1
191 40 2
156 52 1
93 97 2
116 173 1
119 75 2
38 31 1
102 70 2
113 125 1
3 195 2
112 27 1
90 12 2
12 30 1
149 19 2
3 80 1
195 185 2
70 172 1
149 77 2
17 143 1
68 44 2
188 179 1
90 169 2
94 136 1
80 14 2
35 101 1
122 37 2
75 122 1
7 194 2
11 102 1
150 30 2
137 82 1
124 131 2
2 161 1
159 34 2
67 60 1
142 30 2
65 25 1
166 85 2
189 122 1
106 171 2
18 52 1
40 126 2
100 41 1
85 65 2
15 30 1
112 58 2
53 33 1
108 169 2
140 25 1
97 9 2
126 13 1
125 189 2
196 40 1
33 120 2
31 30 1
181 115 2
101 117 1
75 197 2
192 9 1
52 174 2
155 166 1
139 196 2
93 159 1
160 15 2
36 28 1
96 91 2
158 152 1
94 63 2
176 136 1
136 86 2
155 153 1
72 103 2
67 140 1
1 119 2
78 170 1
143 25 2
73 135 1
138 99 2
4 22 1
48 199 2
43 11 1
125 60 2
67 190 1
38 10 2
61 138 1
189 100 2
88 38 1
175 191 2
116 80 1
116 39 2
75 173 1
95 61 2
6 70 1
72 178 2
96 116 1
106 74 2
112 12 1
106 60 2
87 172 1
58 114 2
170 79 1
171 184 2
191 96 1
91 176 2
43 198 1
80 84 2
97 199 1
188 118 2
50 7 1
112 111 2
121 192 1
0 110 2
197 114 1
31 111 2
117 182 1
148 41 2
31 0 1
95 33 2
188 59 1
143 170 2
49 175 1
105 77 2
169 103 1
166 4 2
112 135 1
182 174 2
164 24 1
58 13 2
37 84 1
117 54 2
103 181 1
103 44 2
66 115 1
86 15 2
90 108 1
108 14 2
170 190 1
182 176 2
133 132 1
77 104 2
89 182 1
52 107 2
44 166 1
45 109 2
68 114 1
111 149 2
45 108 1
73 64 2
91 178 1
9 136 2
13 5 1
66 44 2
182 0 1
15 167 2
100 11 1
147 25 2
136 124 1
51 122 2
44 129 1
46 190 2
91 120 1
185 74 2
190 70 1
123 59 2
128 165 1
39 120 2
70 140 1
155 54 2
114 180 1
114 98 2
118 52 1
40 44 2
14 48 1
181 38 2
121 83 1
89 159 2
37 8 1
118 109 2
158 49 1
138 92 2
13 175 1
54 63 2
121 96 1
35 98 2
139 139 1
108 193 2
169 47 1
146 159 2
78 96 1
184 170 2
168 5 1
49 165 2
181 146 1
65 89 2
109 99 1
165 61 2
123 78 1
81 196 2
90 23 1
125 11 2
39 196 1
28 131 2
57 115 1
146 181 2
35 61 1
93 31 2
72 170 1
109 77 2
179 4 1
128 171 2
63 30 1
193 45 2
123 141 1
43 109 2
65 6 1
147 52 2
196 160 1
46 183 2
56 10 1
20 179 2
137 138 1
30 18 2
59 154 1
183 61 2
165 16 1
155 86 2
194 153 1
106 162 2
163 14 1
171 26 2
89 119 1
8 59 2
152 142 1
111 115 2
26 113 1
172 89 2
28 180 1
65 131 2
38 39 1
47 129 2
28 53 1
107 164 2
30 130 1
28 117 2
62 117 1
143 180 2
157 116 1
71 189 2
141 76 1
190 161 2
17 20 1
92 55 2
49 146 1
169 123 2
146 69 1
138 41 2
165 90 1
73 175 2
199 16 1
191 4 2
177 28 1
99 26 2
25 40 1
162 189 2
53 67 1
29 118 2
60 99 1
182 193 2
142 82 1
101 191 2
90 110 1
7 104 2
173 92 1
80 65 2
176 67 1
60 101 2
25 63 1
49 88 2
82 141 1
124 167 2
189 97 1
71 32 2
47 27 1
22 118 2
191 193 1
88 99 2
163 98 1
8 4 2
186 42 1
159 187 2
128 138 1
22 108 2
105 168 1
0 5 2
59 197 1
88 70 2
146 190 1
101 23 2
76 180 1
39 92 2
182 105 1
190 46 2
42 118 1
30 140 2
77 0 1
40 131 2
168 191 1
41 28 2
183 149 1
190 134 2
54 162 1
38 123 2
9 111 1
124 148 2
197 90 1
177 112 2
191 36 1
23 184 2
48 61 1
38 145 2
90 165 1
62 33 2
41 95 1
128 34 2
48 28 1
168 105 2
168 25 1
142 173 2
138 114 1
36 189 2
89 133 1
165 72 2
16 30 1
160 83 2
151 98 1
17 150 2
137 6 1
2 114 2
114 118 1
195 188 2
13 123 1
55 145 2
15 195 1
49 160 2
168 97 1
101 115 2
136 193 1
166 90 2
171 113 1
167 161 2
102 67 1
40 64 2
155 123 1
153 143 2
52 110 1
77 159 2
45 86 1
75 75 2
196 72 1
78 52 2
195 144 1
35 134 2
44 145 1
102 60 2
122 171 1
119 198 2
77 26 1
116 42 2
78 136 1
128 179 2
19 175 1
51 162 2
118 35 1
133 82 2
145 39 1
185 83 2
105 134 1
71 92 2
106 157 1
149 101 2
97 122 1
52 49 2
140 173 1
6 128 2
96 191 1
123 83 2
166 177 1
177 51 2
131 86 1
72 55 2
102 97 1
148 144 2
18 41 1
121 95 2
97 72 1
25 143 2
111 39 1
4 84 2
26 26 1
11 122 2
59 196 1
42 193 2
140 36 1
43 111 2
34 72 1
24 181 2
122 46 1
51 150 2
75 12 1
180 61 2
189 54 1
45 73 2
45 152 1
41 68 2
91 164 1
114 46 2
46 15 1
47 185 2
65 41 1
190 15 2
84 55 1
135 199 2
77 140 1
26 146 2
165 199 1
73 41 2
182 162 1
40 96 2
52 189 1
15 95 2
66 20 1
144 29 2
144 2 1
111 176 2
43 8 1
153 173 2
15 173 1
98 39 2
193 135 1
168 54 2
117 72 1
13 155 2
130 6 1
114 185 2
62 50 1
85 168 2
187 194 1
76 141 2
127 97 1
142 44 2
165 93 1
43 59 2
20 26 1
180 103 2
43 108 1
145 90 2
36 92 1
82 120 2
64 59 1
166 103 2
2 199 1
64 157 2
114 53 1
124 158 2
26 92 1
150 44 2
1 113 1
150 5 2
170 119 1
175 28 2
71 7 1
191 58 2
62 43 1
92 26 2
16 155 1
175 129 2
15 94 1
103 99 2
60 5 1
197 190 2
116 17 1
41 108 2
43 117 1
64 87 2
116 82 1
2 117 2
57 124 1
110 161 2
69 67 1
103 41 2
35 37 1
82 94 2
73 80 1
97 93 2
19 194 1
151 178 2
141 191 1
114 95 2
126 185 1
168 164 2
57 68 1
131 69 2
199 1 1
66 167 2
84 78 1
104 52 2
77 69 1
80 79 2
30 114 1
145 62 2
96 134 1
27 79 2
71 183 1
76 1 2
87 55 1
144 141 2
34 30 1
12 17 2
16 136 1
127 157 2
36 175 1
2 65 2
174 67 1
26 182 2
158 170 1
192 188 2
188 99 1
190 80 2
107 150 1
32 176 2
146 145 1
77 36 2
159 185 1
94 80 2
21 119 1
107 77 2
143 118 1
46 2 2
151 116 1
58 138 2
108 47 1
79 4 2
37 183 1
198 10 2
34 112 1
171 158 2
154 74 1
30 15 2
140 89 1
26 3 2
161 33 1
89 20 2
57 101 1
162 47 2
181 184 1
76 126 2
32 43 1
163 3 2
189 7 1
165 58 2
83 70 1
4 98 2
168 127 1
61 31 2
131 7 1
85 56 2
15 46 1
197 123 2
194 42 1
35 162 2
114 174 1
116 58 2
90 7 1
113 109 2
175 50 1
81 36 2
155 41 1
115 191 2
165 171 1
66 166 2
171 148 1
156 161 2
73 127 1
9 2 2
167 33 1
55 64 2
71 52 1
190 179 2
144 91 1
113 7 2
7 60 1
13 138 2
120 161 1
91 88 2
16 28 1
126 27 2
3 21 1
3 82 2
118 58 1
67 124 2
183 23 1
104 57 2
53 176 1
196 24 2
23 54 1
19 15 2
165 100 1
196 20 2
51 101 1
140 196 2
175 178 1
13 83 2
190 96 1
128 94 2
69 175 1
2 111 2
9 165 1
121 81 2
52 144 1
38 116 2
10 94 1
188 180 2
13 66 1
18 101 2
29 170 1
190 150 2
125 53 1
15 55 2
27 109 1
86 111 2
72 112 1
123 99 2
109 21 1
61 147 2
148 59 1
154 24 2
14 64 1
122 33 2
121 108 1
117 81 2
93 96 1
134 177 2
5 191 1
42 39 2
165 189 1
175 101 2
147 117 1
97 101 2
127 2 1
48 118 2
83 180 1
91 121 2
103 59 1
13 0 2
71 83 1
168 24 2
122 129 1
111 187 2
55 122 1
124 199 2
89 184 1
61 6 2
22 159 1
93 110 2
73 78 1
63 134 2
143 103 1
22 42 2
56 73 1
98 25 2
106 7 1
102 178 2
34 18 1
162 29 2
92 52 1
96 48 2
127 40 1
184 130 2
49 110 1
79 7 2
86 47 1
85 84 2
5 35 1
195 107 2
15 25 1
78 58 2
44 26 1
154 26 2
146 175 1
57 27 2
134 167 1
138 170 2
2 3 1
155 15 2
143 2 1
3 68 2
113 147 1
58 166 2
124 126 1
87 183 2
119 5 1
15 126 2
76 45 1
167 147 2
159 71 1
151 39 2
37 43 1
109 94 2
115 142 1
194 114 2
27 149 1
186 57 2
92 76 1
90 20 2
50 60 1
156 190 2
186 34 1
11 162 2
113 185 1
184 160 2
11 67 1
152 32 2
113 138 1
172 145 2
43 53 1
196 95 2
158 136 1
40 76 2
0 117 1
165 164 2
66 7 1
173 12 2
146 38 1
41 13 2
131 128 1
133 123 2
63 24 1
3 138 2
32 104 1
32 34 2
137 5 1
194 62 2
136 8 1
92 7 2
135 33 1
176 65 2
70 198 1
75 45 2
2 122 1
13 94 2
136 182 1
109 42 2
33 27 1
53 191 2
15 43 1
166 52 2
53 43 1
76 172 2
190 190 1
105 18 2
61 42 1
182 71 2
62 119 1
106 80 2
193 185 1
93 46 2
24 166 1
98 134 2
92 68 1
153 112 2
178 132 1
3 120 2
98 192 1
47 62 2
69 134 1
9 112 2
172 160 1
35 76 2
97 66 1
101 138 2
147 61 1
35 174 2
118 34 1
30 35 2
95 13 1
25 85 2
185 81 1
78 94 2
43 112 1
176 107 2
36 40 1
46 78 2
136 179 1
78 189 2
64 109 1
135 74 2
3 28 1
37 27 2
49 130 1
104 168 2
188 83 1
119 173 2
192 51 1
86 10 2
110 199 1
6 84 2
125 120 1
53 35 2
0 118 1
54 91 2
33 42 1
15 45 2
62 72 1
165 36 2
145 195 1
54 197 2
51 194 1
147 53 2
163 174 1
50 61 2
117 178 1
134 72 2
93 27 1
148 190 2
189 186 1
46 187 2
79 58 1
124 65 2
49 158 1
32 134 2
67 5 1
131 117 2
3 135 1
164 86 2
83 34 1
101 149 2
14 193 1
183 83 2
95 116 1
11 43 2
29 79 1
157 146 2
187 42 1
59 145 2
70 137 1
102 138 2
198 40 1
181 53 2
130 126 1
141 47 2
133 85 1
178 177 2
95 137 1
38 17 2
175 83 1
55 99 2
22 67 1
152 175 2
179 80 1
123 157 2
19 70 1
32 27 2
42 17 1
13 115 2
61 46 1
63 103 2
20 138 1
93 196 2
30 80 1
93 52 2
125 48 1
185 178 2
42 13 1
20 162 2
66 187 1
112 60 2
178 100 1
100 78 2
137 65 1
23 135 2
107 39 1
47 182 2
74 174 1
191 178 2
158 116 1
70 171 2
140 37 1
28 100 2
32 129 1
94 194 2
87 84 1
138 78 2
157 46 1
71 132 2
87 6 1
135 151 2
104 147 1
33 16 2
172 108 1
4 161 2
70 14 1
30 176 2
165 3 1
196 112 2
195 192 1
101 78 2
132 7 1
103 182 2
160 111 1
38 187 2
0 80 1
163 112 2
70 10 1
44 31 2
12 150 1
22 119 2
122 35 1
66 16 2
34 96 1
70 28 2
141 115 1
11 168 2
194 160 1
47 103 2
143 0 1
56 187 2
2 60 1
120 18 2
137 85 1
199 86 2
189 176 1
69 60 2
20 144 1
113 58 2
59 115 1
61 130 2
161 193 1
129 67 2
5 98 1
156 147 2
190 31 1
70 134 2
162 55 1
74 62 2
130 15 1
60 69 2
22 90 1
56 52 2
140 19 1
170 33 2
153 87 1
111 135 2
97 118 1
32 36 2
151 162 1
107 59 2
119 34 1
125 76 2
36 62 1
9 101 2
121 163 1
57 198 2
71 138 1
37 73 2
104 64 1
110 0 2
107 151 1
66 128 2
114 161 1
152 137 2
126 58 1
31 160 2
160 67 1
15 3 2
119 17 1
56 0 2
87 187 1
169 120 2
168 95 1
98 170 2
79 128 1
48 145 2
125 3 1
132 72 2
48 78 1
70 149 2
138 103 1
23 156 2
45 61 1
78 87 2
17 109 1
10 122 2
187 29 1
104 65 2
26 0 1
179 107 2
90 88 1
106 42 2
36 95 1
137 36 2
51 95 1
36 176 2
111 59 1
13 92 2
127 72 1
191 85 2
35 95 1
136 93 2
161 36 1
104 93 2
160 100 1
58 195 2
163 91 1
21 39 2
19 170 1
160 56 2
128 54 1
78 167 2
198 29 1
102 56 2
154 97 1
84 125 2
13 148 1
60 156 2
176 152 1
107 125 2
22 9 1
195 121 2
62 137 1
163 152 2
35 133 1
124 154 2
47 10 1
116 9 2
116 163 1
43 116 2
130 94 1
125 39 2
152 24 1
44 59 2
166 68 1
45 176 2
60 67 1
145 64 2
117 51 1
131 52 2
166 168 1
54 32 2
180 39 1
95 41 2
10 55 1
38 27 2
113 60 1
149 28 2
94 105 1
58 151 2
92 155 1
115 35 2
100 117 1
188 37 2
133 167 1
93 45 2
19 163 1
47 3 2
103 175 1
90 147 2
164 145 1
44 28 2
113 155 1
120 16 2
4 191 1
184 27 2
147 2 1
113 97 2
168 147 1
8 144 2
13 120 1
79 175 2
187 2 1
76 166 2
11 128 1
163 166 2
29 88 1
193 38 2
54 129 1
79 110 2
155 194 1
50 8 2
192 176 1
124 179 2
36 156 1
18 94 2
145 82 1
27 60 2
132 121 1
48 5 2
9 33 1
129 66 2
160 61 1
124 198 2
135 69 1
