100 100
97 36 1
53 45 2
82 50 1
87 93 2
38 10 1
27 26 2
59 33 1
31 84 2
74 1 1
53 48 2
35 4 1
15 53 2
5 14 1
57 55 2
76 99 1
78 55 2
21 99 1
40 9 2
83 8 1
75 86 2
12 7 1
90 99 2
71 89 1
40 51 2
29 9 1
11 69 2
30 3 1
51 33 2
65 18 1
83 9 2
46 96 1
46 33 2
5 83 1
93 89 2
26 73 1
77 47 2
62 31 1
92 80 2
42 55 1
20 52 2
98 13 1
8 79 2
67 67 1
54 15 2
43 0 1
22 99 2
62 13 1
21 2 2
89 82 1
91 42 2
5 46 1
58 50 2
3 21 1
12 52 2
43 67 1
90 49 2
66 79 1
67 68 2
0 18 1
86 89 2
44 37 1
44 83 2
48 70 1
50 5 2
68 63 1
47 0 2
35 12 1
43 78 2
15 20 1
62 80 2
70 7 1
13 79 2
37 40 1
86 47 2
29 37 1
19 89 2
37 76 1
22 51 2
60 16 1
12 92 2
37 71 1
94 28 2
94 76 1
68 73 2
53 87 1
11 62 2
7 95 1
33 63 2
49 9 1
53 69 2
40 87 1
74 2 2
58 46 1
22 90 2
27 24 1
23 86 2
81 81 1
0 70 2
36 75 1
44 65 2
12 91 1
93 39 2
59 4 1
63 69 2
46 25 1
69 85 2
26 21 1
68 16 2
92 90 1
55 64 2
78 48 1
75 75 2
49 77 1
49 92 2
70 58 1
53 36 2
80 36 1
25 1 2
1 8 1
66 52 2
63 94 1
59 98 2
28 77 1
35 85 2
62 7 1
81 78 2
61 93 1
4 44 2
76 54 1
92 6 2
21 97 1
61 83 2
8 61 1
4 22 2
8 35 1
84 43 2
33 74 1
67 77 2
8 55 1
62 75 2
86 54 1
75 83 2
7 57 1
39 70 2
75 22 1
83 71 2
79 39 1
13 74 2
66 61 1
33 93 2
40 36 1
55 48 2
33 56 1
98 98 2
13 4 1
48 32 2
13 78 1
22 23 2
4 62 1
98 38 2
72 69 1
1 93 2
96 29 1
87 48 2
59 7 1
35 88 2
56 14 1
44 68 2
31 98 1
48 76 2
68 20 1
5 84 2
16 8 1
76 89 2
81 92 1
56 50 2
67 69 1
46 63 2
73 8 1
81 14 2
7 0 1
15 86 2
64 47 1
2 66 2
78 40 1
91 82 2
54 85 1
67 28 2
25 54 1
28 39 2
57 8 1
55 56 2
88 75 1
20 15 2
46 92 1
81 64 2
62 1 1
16 84 2
94 5 1
24 47 2
37 73 1
74 22 2
13 98 1
3 41 2
26 72 1
30 67 2
57 66 1
77 68 2
4 96 1
81 10 2
55 77 1
92 40 2
59 14 1
77 98 2
57 38 1
51 72 2
3 27 1
22 19 2
22 67 1
49 73 2
47 66 1
30 20 2
11 41 1
44 16 2
17 40 1
77 79 2
85 13 1
14 8 2
19 60 1
90 70 2
13 81 1
39 23 2
61 7 1
67 57 2
48 8 1
16 52 2
14 38 1
10 17 2
45 75 1
15 91 2
36 93 1
63 79 2
5 97 1
41 17 2
58 10 1
21 96 2
52 65 1
89 91 2
31 94 1
89 31 2
95 43 1
9 85 2
74 74 1
80 26 2
20 56 1
55 59 2
54 94 1
47 52 2
20 35 1
22 49 2
28 78 1
22 64 2
39 37 1
99 23 2
82 99 1
23 64 2
35 53 1
65 69 2
52 59 1
89 69 2
52 29 1
41 18 2
84 81 1
44 88 2
27 83 1
25 17 2
20 86 1
9 45 2
17 90 1
77 78 2
2 25 1
25 16 2
38 89 1
88 73 2
4 40 1
9 56 2
67 59 1
82 20 2
92 56 1
71 53 2
27 77 1
5 39 2
79 58 1
0 43 2
14 20 1
27 40 2
62 76 1
35 31 2
57 92 1
8 5 2
48 26 1
61 14 2
9 96 1
1 52 2
54 4 1
61 21 2
88 29 1
50 69 2
62 53 1
61 30 2
32 1 1
40 6 2
84 30 1
25 15 2
20 67 1
57 53 2
86 93 1
21 95 2
2 9 1
97 6 2
27 25 1
95 89 2
19 51 1
60 93 2
96 27 1
69 12 2
80 17 1
9 27 2
55 88 1
56 21 2
14 92 1
42 89 2
30 36 1
70 1 2
89 38 1
32 38 2
7 52 1
49 89 2
83 82 1
45 67 2
83 49 1
28 65 2
30 51 1
82 27 2
44 39 1
43 4 2
73 72 1
35 23 2
22 34 1
10 56 2
53 27 1
56 48 2
53 95 1
24 53 2
36 73 1
22 89 2
48 45 1
14 84 2
82 34 1
90 61 2
58 23 1
70 15 2
90 57 1
4 67 2
76 14 1
85 35 2
13 23 1
18 63 2
12 50 1
6 99 2
68 2 1
14 61 2
67 10 1
49 67 2
6 23 1
4 34 2
32 85 1
16 53 2
96 73 1
55 80 2
68 39 1
77 41 2
16 81 1
42 61 2
9 92 1
8 80 2
29 90 1
83 80 2
73 49 1
50 93 2
9 0 1
50 62 2
54 91 1
40 22 2
92 97 1
56 44 2
64 49 1
4 56 2
78 70 1
69 25 2
19 25 1
79 94 2
63 59 1
88 84 2
9 14 1
86 80 2
51 6 1
39 8 2
51 92 1
18 92 2
20 97 1
78 41 2
65 31 1
34 24 2
95 91 1
51 89 2
30 48 1
53 1 2
4 43 1
75 56 2
7 53 1
16 10 2
92 87 1
66 4 2
82 73 1
62 87 2
65 88 1
27 76 2
60 68 1
27 45 2
49 26 1
46 50 2
2 32 1
49 51 2
92 27 1
19 11 2
10 9 1
15 48 2
92 70 1
2 74 2
66 0 1
34 7 2
57 54 1
95 14 2
32 63 1
10 1 2
7 70 1
37 0 2
1 84 1
55 19 2
20 74 1
10 82 2
38 42 1
73 7 2
38 14 1
88 99 2
21 42 1
12 69 2
5 88 1
70 84 2
96 88 1
72 25 2
72 64 1
32 33 2
70 65 1
77 38 2
63 31 1
33 78 2
73 74 1
82 43 2
66 45 1
0 50 2
38 7 1
59 19 2
14 26 1
73 3 2
31 14 1
94 4 2
23 60 1
23 53 2
48 94 1
22 47 2
44 52 1
37 8 2
5 2 1
9 30 2
29 24 1
83 99 2
90 44 1
36 27 2
30 84 1
0 32 2
85 0 1
63 98 2
84 52 1
71 48 2
9 91 1
46 8 2
85 39 1
47 17 2
58 37 1
33 84 2
10 79 1
95 6 2
46 98 1
70 21 2
63 78 1
40 71 2
4 92 1
75 14 2
45 45 1
39 92 2
85 72 1
2 97 2
18 71 1
47 54 2
20 6 1
71 31 2
80 6 1
16 33 2
22 55 1
26 37 2
53 78 1
38 15 2
36 47 1
99 38 2
53 47 1
67 53 2
67 81 1
54 45 2
89 17 1
7 46 2
53 39 1
18 45 2
12 30 1
56 78 2
84 49 1
8 23 2
44 53 1
92 57 2
44 60 1
25 99 2
47 26 1
61 35 2
72 99 1
72 90 2
22 9 1
33 51 2
97 59 1
64 90 2
74 21 1
70 2 2
39 59 1
12 13 2
89 28 1
65 57 2
97 96 1
20 92 2
2 99 1
90 86 2
98 89 1
10 31 2
94 21 1
92 23 2
5 68 1
33 17 2
34 39 1
27 59 2
91 72 1
18 22 2
83 79 1
37 77 2
46 48 1
33 57 2
22 31 1
3 74 2
46 61 1
99 4 2
61 36 1
45 61 2
35 42 1
93 69 2
39 12 1
65 96 2
73 52 1
40 77 2
42 3 1
73 34 2
59 97 1
26 25 2
95 15 1
13 24 2
90 34 1
17 75 2
27 65 1
76 68 2
23 52 1
14 85 2
69 8 1
70 9 2
49 12 1
36 74 2
13 6 1
29 32 2
86 43 1
49 44 2
24 40 1
62 89 2
43 64 1
95 47 2
58 81 1
67 27 2
87 38 1
96 64 2
35 58 1
84 72 2
23 51 1
70 38 2
29 96 1
47 27 2
15 9 1
58 16 2
26 7 1
11 24 2
1 23 1
54 29 2
93 94 1
97 14 2
43 45 1
87 35 2
23 50 1
33 12 2
10 78 1
88 26 2
33 86 1
98 28 2
38 5 1
16 50 2
93 58 1
87 20 2
90 5 1
49 52 2
33 72 1
52 86 2
66 46 1
87 50 2
88 41 1
54 70 2
35 5 1
64 46 2
51 69 1
13 53 2
63 32 1
0 42 2
49 8 1
77 30 2
13 86 1
96 9 2
93 65 1
18 65 2
94 30 1
98 6 2
0 15 1
17 76 2
51 25 1
70 78 2
7 1 1
42 88 2
73 60 1
54 6 2
48 28 1
36 33 2
23 80 1
80 40 2
14 89 1
19 59 2
48 65 1
42 78 2
60 83 1
78 39 2
76 30 1
41 53 2
36 28 1
0 60 2
14 67 1
84 19 2
46 89 1
17 45 2
72 41 1
44 18 2
39 75 1
76 78 2
15 64 1
36 49 2
35 38 1
94 37 2
29 70 1
18 59 2
41 48 1
1 61 2
17 33 1
23 54 2
46 40 1
99 54 2
34 21 1
43 28 2
75 12 1
91 17 2
11 90 1
73 13 2
37 98 1
98 37 2
53 68 1
85 53 2
16 23 1
87 62 2
96 40 1
60 13 2
29 61 1
5 11 2
61 73 1
86 55 2
10 72 1
20 66 2
42 74 1
48 9 2
4 38 1
18 34 2
82 63 1
76 88 2
7 39 1
60 0 2
54 46 1
8 86 2
13 21 1
78 76 2
83 92 1
27 2 2
1 54 1
72 85 2
99 79 1
32 16 2
77 39 1
5 57 2
17 58 1
93 77 2
68 27 1
73 24 2
69 17 1
90 3 2
24 26 1
30 73 2
81 51 1
48 12 2
56 80 1
63 70 2
7 69 1
20 38 2
65 80 1
28 31 2
36 70 1
59 34 2
61 53 1
64 94 2
40 15 1
43 19 2
92 31 1
34 38 2
64 5 1
46 88 2
81 68 1
29 68 2
75 60 1
75 9 2
45 89 1
70 10 2
24 39 1
84 85 2
6 51 1
42 41 2
48 74 1
84 89 2
4 42 1
93 76 2
95 97 1
53 76 2
14 57 1
98 24 2
13 71 1
24 2 2
1 14 1
81 42 2
54 69 1
10 36 2
7 79 1
51 66 2
57 3 1
90 78 2
58 39 1
81 16 2
14 39 1
64 27 2
94 96 1
27 78 2
50 14 1
31 75 2
32 59 1
88 33 2
66 83 1
94 51 2
91 32 1
30 64 2
33 85 1
43 5 2
60 1 1
98 52 2
1 98 1
30 93 2
36 9 1
15 41 2
41 23 1
54 20 2
51 91 1
96 94 2
65 60 1
72 0 2
7 99 1
22 4 2
66 85 1
12 20 2
46 55 1
30 91 2
96 49 1
69 33 2
83 84 1
99 75 2
80 84 1
34 49 2
26 66 1
25 67 2
88 37 1
68 36 2
22 63 1
29 46 2
52 8 1
25 35 2
97 24 1
97 20 2
78 13 1
86 26 2
99 43 1
48 47 2
31 17 1
87 80 2
15 35 1
73 64 2
87 49 1
85 81 2
57 17 1
5 17 2
78 17 1
86 97 2
79 34 1
20 55 2
65 29 1
70 49 2
76 95 1
57 47 2
9 52 1
79 89 2
5 13 1
58 96 2
87 26 1
40 23 2
51 34 1
33 33 2
19 75 1
98 1 2
65 59 1
74 64 2
42 30 1
25 28 2
77 76 1
94 54 2
61 18 1
50 47 2
40 89 1
66 25 2
63 12 1
30 4 2
15 69 1
91 90 2
5 21 1
59 27 2
86 77 1
22 17 2
93 7 1
74 40 2
89 74 1
39 39 2
66 80 1
66 21 2
16 28 1
20 12 2
56 33 1
9 16 2
6 17 1
55 23 2
96 97 1
13 84 2
34 15 1
64 41 2
62 43 1
43 27 2
8 40 1
46 57 2
31 67 1
50 75 2
59 60 1
54 31 2
13 19 1
42 6 2
41 2 1
70 20 2
45 33 1
82 56 2
62 9 1
65 50 2
14 49 1
9 53 2
68 13 1
15 59 2
74 6 1
81 12 2
5 94 1
18 87 2
52 16 1
21 17 2
95 84 1
59 95 2
99 36 1
54 81 2
59 75 1
23 8 2
39 29 1
81 45 2
42 33 1
52 74 2
7 27 1
82 97 2
48 38 1
19 53 2
83 24 1
91 70 2
76 29 1
34 71 2
34 66 1
0 52 2
2 28 1
44 11 2
35 54 1
59 28 2
89 23 1
38 60 2
32 55 1
26 69 2
85 89 1
99 72 2
58 61 1
39 28 2
32 28 1
74 80 2
89 72 1
70 67 2
67 32 1
50 6 2
53 13 1
96 89 2
58 1 1
95 72 2
1 19 1
15 8 2
90 82 1
69 2 2
95 66 1
23 17 2
59 71 1
10 63 2
17 4 1
17 87 2
72 12 1
92 82 2
7 98 1
1 56 2
86 4 1
6 0 2
49 71 1
43 44 2
33 23 1
46 41 2
58 64 1
20 33 2
14 83 1
82 66 2
11 23 1
96 2 2
39 84 1
75 19 2
55 25 1
45 11 2
21 75 1
6 72 2
31 9 1
48 59 2
61 29 1
3 70 2
23 99 1
22 5 2
76 44 1
15 37 2
54 59 1
20 76 2
32 4 1
36 84 2
15 6 1
86 48 2
86 64 1
80 93 2
20 93 1
51 57 2
32 25 1
60 98 2
70 47 1
15 38 2
40 76 1
54 16 2
69 23 1
33 34 2
17 63 1
93 26 2
18 33 1
11 81 2
51 75 1
14 5 2
84 2 1
87 54 2
50 98 1
30 86 2
10 30 1
23 49 2
88 27 1
43 65 2
11 50 1
86 13 2
13 90 1
25 95 2
41 6 1
67 87 2
49 57 1
80 30 2
11 11 1
93 80 2
88 57 1
41 19 2
32 30 1
63 15 2
85 62 1
74 92 2
48 29 1
6 5 2
70 6 1
32 11 2
88 82 1
7 77 2
6 75 1
31 66 2
35 60 1
35 32 2
51 44 1
86 99 2
42 27 1
90 66 2
48 81 1
41 12 2
99 57 1
38 49 2
26 27 1
22 52 2
77 71 1
88 76 2
93 47 1
54 66 2
57 23 1
86 15 2
1 60 1
34 73 2
67 73 1
74 75 2
35 68 1
56 61 2
11 5 1
75 38 2
28 32 1
19 47 2
92 68 1
69 51 2
49 74 1
15 98 2
1 13 1
61 47 2
92 2 1
17 9 2
87 47 1
3 81 2
71 2 1
61 37 2
62 35 1
15 79 2
23 6 1
25 25 2
73 53 1
26 43 2
62 56 1
73 50 2
85 76 1
15 10 2
31 37 1
70 87 2
70 44 1
96 13 2
75 42 1
76 34 2
36 8 1
74 53 2
60 90 1
58 95 2
63 87 1
59 62 2
17 56 1
35 57 2
76 51 1
32 57 2
67 88 1
15 99 2
77 97 1
4 84 2
32 22 1
48 41 2
46 45 1
9 83 2
95 64 1
85 37 2
13 14 1
31 34 2
17 78 1
6 16 2
14 75 1
5 32 2
9 87 1
85 27 2
41 91 1
28 80 2
29 57 1
89 19 2
78 58 1
32 64 2
52 48 1
16 17 2
6 30 1
60 85 2
74 3 1
25 3 2
50 88 1
18 74 2
92 26 1
76 38 2
88 6 1
52 15 2
60 84 1
1 20 2
83 88 1
25 66 2
42 51 1
63 5 2
41 99 1
63 2 2
35 56 1
95 27 2
29 49 1
44 82 2
65 83 1
31 18 2
30 25 1
26 70 2
81 71 1
81 95 2
35 16 1
60 66 2
44 36 1
51 7 2
64 42 1
21 14 2
86 53 1
64 14 2
51 36 1
3 73 2
20 79 1
47 7 2
90 41 1
45 63 2
93 85 1
38 81 2
80 67 1
30 63 2
24 37 1
6 55 2
54 92 1
57 35 2
46 68 1
1 51 2
47 41 1
93 91 2
36 22 1
31 21 2
8 78 1
20 51 2
44 14 1
68 29 2
38 59 1
32 47 2
76 81 1
30 46 2
98 82 1
72 89 2
91 74 1
23 73 2
44 40 1
96 15 2
61 9 1
43 49 2
97 54 1
4 59 2
88 45 1
38 3 2
31 78 1
93 53 2
85 93 1
29 15 2
77 93 1
49 0 2
11 32 1
44 71 2
88 74 1
62 30 2
37 14 1
13 17 2
10 24 1
71 24 2
93 0 1
67 48 2
63 65 1
7 90 2
63 34 1
51 96 2
52 3 1
27 55 2
18 40 1
39 20 2
36 29 1
89 55 2
7 38 1
41 38 2
51 30 1
78 19 2
0 72 1
74 23 2
9 5 1
9 15 2
73 65 1
76 35 2
99 70 1
62 86 2
34 35 1
46 90 2
3 16 1
47 81 2
27 88 1
37 28 2
3 13 1
82 14 2
14 99 1
32 50 2
87 18 1
98 93 2
38 73 1
72 50 2
33 28 1
84 54 2
26 51 1
21 72 2
33 55 1
92 19 2
81 37 1
10 51 2
24 41 1
85 42 2
20 30 1
60 67 2
90 10 1
49 91 2
32 78 1
27 69 2
55 5 1
21 35 2
24 4 1
56 96 2
29 63 1
29 88 2
65 97 1
70 52 2
15 45 1
79 82 2
58 6 1
26 20 2
82 71 1
12 94 2
54 0 1
36 72 2
65 73 1
35 66 2
67 46 1
78 49 2
47 61 1
33 44 2
97 29 1
7 17 2
56 15 1
13 8 2
26 93 1
52 57 2
0 31 1
67 70 2
34 45 1
25 22 2
17 60 1
91 13 2
45 47 1
59 80 2
78 29 1
2 16 2
55 29 1
20 80 2
33 50 1
97 65 2
15 16 1
53 4 2
31 60 1
99 26 2
61 77 1
44 35 2
85 30 1
3 59 2
69 81 1
44 64 2
91 59 1
87 85 2
48 13 1
30 41 2
69 46 1
8 32 2
81 96 1
10 45 2
59 63 1
50 71 2
58 76 1
80 10 2
44 41 1
6 48 2
25 50 1
11 20 2
70 71 1
84 75 2
98 63 1
14 11 2
59 11 1
83 27 2
77 37 1
4 47 2
85 38 1
91 0 2
84 82 1
48 16 2
38 87 1
60 50 2
97 83 1
4 70 2
6 95 1
53 91 2
49 19 1
64 16 2
98 20 1
94 68 2
46 3 1
94 52 2
11 2 1
83 95 2
35 99 1
20 94 2
38 78 1
14 42 2
64 4 1
43 89 2
74 0 1
20 59 2
20 17 1
77 83 2
46 32 1
21 0 2
57 84 1
92 44 2
87 45 1
90 73 2
17 79 1
29 1 2
50 97 1
24 12 2
45 10 1
91 51 2
39 90 1
12 5 2
16 35 1
32 43 2
85 71 1
2 15 2
24 28 1
17 43 2
72 56 1
49 18 2
29 2 1
88 87 2
42 86 1
29 6 2
69 53 1
68 47 2
6 25 1
38 33 2
95 25 1
59 37 2
70 14 1
53 38 2
99 83 1
62 36 2
64 10 1
39 50 2
9 95 1
46 94 2
61 72 1
51 95 2
14 30 1
98 30 2
29 5 1
75 84 2
64 73 1
55 54 2
36 78 1
99 61 2
46 31 1
67 94 2
83 2 1
71 16 2
81 98 1
68 79 2
43 57 1
60 18 2
43 73 1
8 97 2
46 12 1
87 71 2
70 4 1
30 61 2
99 6 1
67 50 2
30 80 1
52 33 2
96 72 1
4 76 2
55 44 1
34 89 2
65 70 1
87 57 2
91 26 1
24 38 2
64 31 1
15 23 2
5 41 1
31 91 2
83 11 1
22 71 2
15 62 1
97 37 2
9 33 1
40 48 2
65 86 1
71 56 2
97 93 1
42 45 2
18 15 1
79 12 2
17 31 1
34 77 2
92 65 1
22 68 2
98 72 1
83 96 2
86 75 1
94 75 2
24 24 1
38 0 2
6 8 1
6 64 2
10 98 1
77 64 2
89 66 1
6 93 2
14 19 1
23 14 2
11 35 1
84 20 2
78 62 1
32 93 2
63 6 1
45 77 2
8 7 1
78 60 2
69 6 1
6 60 2
90 27 1
45 70 2
86 16 1
42 81 2
57 70 1
14 64 2
37 54 1
56 43 2
89 44 1
18 24 2
92 69 1
71 49 2
81 46 1
3 86 2
76 83 1
69 78 2
0 17 1
13 9 2
2 5 1
15 19 2
89 61 1
42 44 2
80 46 1
3 85 2
2 46 1
40 25 2
1 5 1
69 62 2
19 81 1
94 7 2
82 35 1
43 22 2
20 34 1
88 79 2
12 2 1
52 0 2
98 62 1
73 58 2
20 25 1
18 68 2
74 61 1
73 40 2
84 15 1
74 24 2
27 94 1
62 65 2
13 92 1
40 80 2
46 27 1
33 5 2
10 37 1
57 32 2
36 0 1
26 41 2
64 6 1
86 24 2
12 47 1
99 49 2
47 56 1
6 28 2
40 19 1
43 14 2
71 33 1
36 95 2
96 21 1
77 12 2
40 24 1
5 78 2
60 81 1
18 57 2
31 77 1
73 41 2
61 94 1
60 42 2
42 94 1
99 81 2
81 90 1
75 24 2
51 9 1
25 23 2
95 50 1
25 39 2
22 46 1
96 12 2
71 73 1
64 83 2
12 90 1
70 56 2
72 65 1
43 59 2
39 22 1
43 26 2
15 67 1
38 34 2
78 11 1
29 17 2
26 80 1
7 47 2
82 78 1
69 87 2
1 62 1
72 15 2
19 43 1
24 54 2
6 34 1
38 13 2
8 93 1
62 20 2
48 58 1
89 84 2
49 59 1
78 56 2
30 39 1
45 29 2
86 33 1
44 79 2
7 4 1
77 17 2
51 28 1
45 72 2
24 22 1
35 46 2
71 36 1
39 25 2
56 77 1
25 24 2
38 84 1
94 50 2
28 22 1
37 85 2
25 90 1
4 82 2
19 40 1
25 10 2
67 64 1
67 30 2
40 32 1
98 44 2
77 56 1
67 51 2
90 71 1
99 3 2
46 18 1
1 96 2
60 21 1
84 93 2
94 29 1
51 31 2
3 3 1
61 43 2
77 94 1
17 0 2
40 21 1
56 83 2
48 64 1
60 70 2
62 95 1
93 68 2
88 56 1
92 14 2
88 77 1
29 64 2
79 4 1
31 7 2
19 56 1
22 6 2
0 51 1
66 91 2
24 0 1
36 5 2
76 43 1
55 55 2
84 34 1
70 42 2
20 48 1
29 8 2
31 58 1
5 43 2
39 42 1
75 80 2
40 53 1
96 47 2
98 58 1
37 96 2
27 49 1
26 86 2
3 10 1
9 4 2
87 83 1
44 76 2
59 51 1
7 43 2
97 98 1
4 50 2
34 57 1
24 9 2
40 30 1
76 11 2
28 18 1
70 36 2
75 31 1
32 54 2
44 25 1
69 24 2
2 33 1
28 24 2
23 10 1
68 81 2
76 76 1
28 91 2
32 99 1
30 99 2
70 88 1
22 69 2
8 85 1
37 25 2
3 88 1
12 17 2
79 95 1
94 66 2
93 1 1
4 8 2
53 3 1
66 30 2
32 83 1
35 43 2
76 10 1
87 99 2
0 59 1
75 15 2
94 97 1
68 64 2
6 67 1
38 26 2
54 17 1
52 97 2
21 33 1
22 88 2
90 76 1
93 82 2
21 38 1
58 79 2
78 47 1
63 95 2
41 34 1
76 20 2
85 51 1
28 0 2
11 53 1
73 56 2
18 80 1
12 77 2
0 92 1
30 89 2
27 44 1
11 51 2
17 5 1
26 54 2
45 66 1
5 10 2
17 62 1
22 66 2
19 1 1
49 2 2
25 45 1
78 16 2
70 37 1
60 43 2
62 12 1
49 81 2
26 98 1
49 75 2
30 66 1
1 24 2
15 26 1
94 20 2
79 47 1
10 48 2
2 50 1
84 11 2
12 99 1
23 37 2
52 43 1
84 26 2
98 34 1
13 85 2
57 5 1
7 75 2
61 8 1
3 39 2
50 40 1
9 31 2
23 39 1
76 73 2
69 27 1
89 92 2
92 13 1
57 52 2
66 67 1
81 35 2
41 29 1
77 40 2
98 42 1
80 71 2
84 97 1
95 55 2
70 30 1
58 77 2
1 89 1
56 72 2
28 34 1
77 85 2
1 76 1
69 99 2
96 68 1
46 76 2
57 45 1
38 23 2
80 22 1
41 64 2
95 5 1
67 93 2
0 93 1
2 79 2
48 34 1
37 82 2
2 1 1
85 43 2
25 55 1
12 31 2
62 6 1
24 49 2
16 47 1
91 84 2
61 78 1
95 9 2
55 57 1
81 69 2
79 55 1
16 55 2
16 40 1
13 28 2
66 17 1
95 59 2
84 58 1
62 46 2
27 6 1
49 4 2
16 58 1
14 15 2
35 7 1
98 19 2
10 44 1
19 85 2
39 10 1
82 90 2
39 94 1
39 36 2
27 50 1
54 37 2
42 36 1
47 5 2
79 37 1
23 21 2
81 26 1
33 31 2
73 80 1
85 32 2
62 27 1
73 69 2
21 45 1
50 30 2
44 3 1
51 99 2
89 2 1
93 22 2
10 71 1
20 31 2
16 20 1
72 37 2
31 10 1
8 91 2
72 13 1
41 35 2
72 94 1
19 61 2
6 42 1
23 41 2
64 60 1
53 11 2
81 28 1
78 86 2
75 89 1
97 53 2
4 49 1
3 62 2
41 87 1
88 60 2
28 82 1
14 74 2
80 74 1
3 38 2
94 90 1
47 22 2
55 60 1
88 55 2
67 45 1
44 43 2
93 27 1
65 53 2
60 49 1
25 52 2
7 74 1
23 29 2
11 26 1
66 94 2
26 12 1
45 14 2
58 73 1
53 20 2
85 59 1
23 35 2
5 85 1
76 66 2
94 27 1
58 41 2
92 99 1
36 60 2
97 69 1
53 29 2
42 42 1
37 13 2
31 27 1
5 7 2
83 81 1
44 24 2
28 46 1
93 6 2
49 25 1
17 34 2
66 99 1
72 52 2
47 11 1
7 25 2
75 1 1
61 41 2
73 21 1
66 72 2
28 16 1
6 70 2
25 70 1
75 67 2
53 72 1
68 61 2
4 57 1
48 50 2
27 61 1
37 91 2
56 23 1
96 93 2
81 65 1
90 7 2
99 18 1
91 18 2
56 53 1
37 46 2
74 39 1
82 80 2
74 57 1
50 56 2
76 69 1
40 68 2
64 66 1
78 33 2
49 42 1
37 57 2
34 41 1
74 7 2
52 70 1
12 41 2
4 5 1
27 37 2
40 35 1
55 41 2
78 65 1
9 9 2
93 50 1
44 62 2
70 17 1
31 51 2
97 33 1
38 35 2
32 34 1
21 94 2
28 47 1
15 17 2
13 73 1
29 93 2
72 77 1
17 55 2
89 47 1
94 56 2
26 46 1
47 48 2
10 54 1
59 2 2
82 9 1
0 30 2
34 62 1
28 83 2
78 80 1
83 17 2
94 39 1
36 67 2
24 43 1
33 87 2
10 27 1
85 11 2
56 98 1
45 78 2
52 80 1
96 35 2
68 86 1
98 83 2
69 11 1
21 48 2
91 52 1
63 61 2
37 58 1
36 56 2
89 14 1
29 69 2
45 95 1
44 95 2
87 90 1
17 47 2
26 0 1
98 17 2
42 57 1
7 6 2
51 55 1
21 19 2
56 69 1
2 37 2
56 51 1
92 47 2
87 46 1
69 76 2
37 24 1
74 87 2
80 78 1
28 89 2
91 14 1
30 43 2
55 94 1
77 49 2
86 29 1
78 44 2
98 78 1
90 42 2
0 86 1
37 86 2
71 71 1
91 41 2
16 92 1
66 43 2
69 67 1
12 88 2
64 55 1
79 65 2
80 63 1
42 4 2
31 73 1
66 5 2
53 62 1
41 98 2
72 58 1
69 89 2
43 69 1
41 16 2
85 16 1
6 36 2
74 4 1
87 97 2
73 57 1
87 13 2
8 37 1
31 42 2
51 86 1
71 45 2
0 87 1
20 20 2
18 2 1
0 34 2
30 26 1
6 21 2
45 40 1
84 77 2
62 14 1
24 82 2
17 52 1
73 95 2
99 14 1
26 74 2
75 73 1
54 77 2
56 25 1
97 95 2
94 36 1
36 21 2
30 68 1
47 76 2
33 83 1
49 11 2
91 10 1
27 56 2
39 63 1
87 41 2
4 61 1
76 0 2
32 48 1
66 73 2
79 51 1
57 51 2
70 62 1
13 66 2
56 13 1
78 67 2
51 61 1
30 58 2
71 57 1
27 98 2
59 94 1
36 82 2
63 20 1
56 26 2
57 33 1
5 42 2
66 22 1
76 36 2
81 52 1
43 74 2
74 51 1
5 54 2
74 95 1
37 90 2
58 12 1
96 76 2
94 82 1
46 42 2
13 62 1
27 18 2
59 1 1
28 6 2
7 58 1
15 54 2
23 79 1
38 56 2
80 54 1
55 82 2
35 55 1
48 93 2
64 75 1
82 42 2
58 63 1
39 99 2
56 34 1
14 95 2
76 46 1
26 62 2
64 69 1
50 11 2
31 63 1
29 25 2
78 90 1
76 59 2
68 40 1
69 38 2
65 67 1
88 54 2
32 42 1
38 4 2
9 18 1
51 19 2
41 26 1
19 82 2
23 95 1
58 11 2
65 30 1
98 70 2
81 56 1
58 66 2
6 9 1
3 89 2
4 74 1
48 51 2
18 66 1
21 76 2
28 70 1
5 38 2
15 58 1
67 63 2
79 59 1
72 57 2
70 12 1
10 73 2
42 5 1
80 61 2
9 63 1
10 69 2
22 48 1
23 33 2
12 84 1
84 55 2
86 86 1
86 28 2
35 78 1
16 7 2
96 58 1
41 73 2
81 73 1
28 51 2
71 55 1
42 80 2
67 76 1
26 78 2
52 69 1
42 98 2
55 89 1
17 92 2
92 60 1
93 24 2
61 54 1
42 75 2
51 56 1
11 94 2
47 98 1
78 45 2
6 90 1
85 64 2
54 42 1
18 19 2
11 99 1
14 65 2
38 62 1
12 83 2
31 49 1
78 61 2
39 95 1
26 57 2
3 80 1
80 64 2
10 67 1
67 22 2
21 22 1
9 36 2
2 83 1
80 31 2
89 29 1
87 96 2
75 41 1
56 84 2
41 93 1
92 45 2
15 68 1
24 23 2
0 14 1
81 99 2
46 82 1
7 63 2
16 62 1
75 62 2
21 89 1
65 37 2
34 58 1
93 95 2
51 79 1
35 24 2
52 91 1
41 28 2
10 68 1
78 99 2
75 43 1
61 99 2
37 51 1
8 9 2
99 39 1
69 48 2
77 23 1
3 14 2
82 4 1
79 40 2
91 57 1
64 80 2
61 39 1
24 80 2
